Date,Close/Last,Volume,Open,High,Low,Days
02/14/2023,209.25,"216,455,700.00",191.94,209.82,189.44,856
02/13/2023,194.64,"172,475,500.00",194.42,196.30,187.61,855
02/10/2023,196.89,"204,754,100.00",202.23,206.20,192.89,854
02/09/2023,207.32,"215,431,400.00",207.78,214.00,204.77,853
02/08/2023,201.29,"180,673,600.00",196.10,203.00,194.31,852
02/07/2023,196.81,"186,010,300.00",196.43,197.50,189.55,851
02/06/2023,194.76,"186,188,100.00",193.01,198.17,189.92,850
02/03/2023,189.98,"232,662,000.00",183.95,199.00,183.69,849
02/02/2023,188.27,"217,448,300.00",187.33,196.75,182.61,848
02/01/2023,181.41,"213,806,300.00",173.89,183.81,169.93,847
01/31/2023,173.22,"196,813,500.00",164.57,174.30,162.78,846
01/30/2023,166.66,"230,878,800.00",178.05,179.77,166.50,845
01/27/2023,177.90,"306,590,600.00",162.43,180.68,161.17,844
01/26/2023,160.27,"234,815,100.00",159.97,161.42,154.76,843
01/25/2023,144.43,"192,734,300.00",141.91,146.41,138.07,842
01/24/2023,143.89,"158,699,100.00",143.00,146.50,141.10,841
01/23/2023,143.75,"203,119,200.00",135.87,145.38,134.27,840
01/20/2023,133.42,"138,858,100.00",128.68,133.51,127.35,839
01/19/2023,127.17,"170,291,900.00",127.26,129.99,124.31,838
01/18/2023,128.78,"195,680,300.00",136.56,136.68,127.01,837
01/17/2023,131.49,"186,477,000.00",125.70,131.70,125.02,836
01/13/2023,122.40,"180,714,100.00",116.55,122.63,115.60,835
01/12/2023,123.56,"169,400,900.00",122.56,124.13,117.00,834
01/11/2023,123.22,"183,810,800.00",122.09,125.95,120.51,833
01/10/2023,118.85,"167,642,500.00",121.07,122.76,114.92,832
01/09/2023,119.77,"190,284,000.00",118.96,123.52,117.11,831
01/06/2023,113.06,"220,911,100.00",103.00,114.39,101.81,830
01/05/2023,110.34,"157,986,300.00",110.51,111.75,107.16,829
01/04/2023,113.64,"180,389,000.00",109.11,114.59,107.52,828
01/03/2023,108.10,"231,402,800.00",118.47,118.80,104.64,827
12/30/2022,123.18,"157,777,300.00",119.95,124.48,119.75,826
12/29/2022,121.82,"221,923,300.00",120.39,123.57,117.50,825
12/28/2022,112.71,"221,070,500.00",110.35,116.27,108.24,824
12/27/2022,109.10,"208,643,400.00",117.50,119.67,108.76,823
12/23/2022,123.15,"166,989,700.00",126.37,128.62,121.02,822
12/22/2022,125.35,"210,090,300.00",136.00,136.63,122.26,821
12/21/2022,137.57,"145,417,400.00",139.34,141.26,135.89,820
12/20/2022,137.80,"159,563,300.00",146.05,148.47,137.66,819
12/19/2022,149.87,"139,390,600.00",154.00,155.25,145.82,818
12/16/2022,150.23,"139,032,200.00",159.64,160.99,150.04,817
12/15/2022,157.67,"122,334,500.00",153.44,160.93,153.28,816
12/14/2022,156.80,"140,682,300.00",159.25,161.62,155.31,815
12/13/2022,160.95,"175,862,700.00",174.87,175.05,156.91,814
12/12/2022,167.82,"109,794,500.00",176.10,177.37,167.52,813
12/09/2022,179.05,"104,872,300.00",173.84,182.50,173.36,812
12/08/2022,173.44,"97,624,490.00",172.20,175.20,169.06,811
12/07/2022,174.04,"84,213,280.00",175.03,179.38,172.22,810
12/06/2022,179.82,"92,150,820.00",181.22,183.65,175.33,809
12/05/2022,182.45,"93,122,670.00",189.44,191.27,180.55,808
12/02/2022,194.86,"73,645,920.00",191.78,196.25,191.11,807
12/01/2022,194.70,"80,046,210.00",197.08,198.92,191.80,806
11/30/2022,194.70,"109,186,400.00",182.43,194.76,180.63,805
11/29/2022,180.83,"83,357,110.00",184.99,186.38,178.75,804
11/28/2022,182.92,"93,038,150.00",179.96,188.50,179.00,803
11/25/2022,182.86,"50,672,740.00",185.06,185.20,180.63,802
11/23/2022,183.20,"109,536,700.00",173.57,183.62,172.50,801
11/22/2022,169.91,"78,452,330.00",168.63,170.92,166.19,800
11/21/2022,167.87,"92,882,710.00",175.85,176.77,167.54,799
11/18/2022,180.19,"76,048,870.00",185.05,185.19,176.55,798
11/17/2022,183.17,"64,335,970.00",183.96,186.16,180.90,797
11/16/2022,186.92,"66,567,600.00",191.51,192.57,185.66,796
11/15/2022,194.42,"91,293,790.00",195.88,200.82,192.06,795
11/14/2022,190.95,"92,226,650.00",192.77,195.73,186.34,794
11/11/2022,195.97,"114,403,600.00",186.00,196.52,182.59,793
11/10/2022,190.72,"132,703,000.00",189.90,191.00,180.03,792
11/09/2022,177.59,"127,062,700.00",190.78,195.89,177.12,791
11/08/2022,191.30,"128,803,400.00",194.02,195.20,186.75,790
11/07/2022,197.08,"93,916,520.00",208.65,208.90,196.66,789
11/04/2022,207.47,"98,622,210.00",222.60,223.80,203.08,788
11/03/2022,215.31,"56,538,850.00",211.36,221.20,210.14,787
11/02/2022,214.98,"63,070,290.00",226.04,227.87,214.82,786
11/01/2022,227.82,"62,688,820.00",234.05,237.40,227.28,785
10/31/2022,227.54,"61,554,340.00",226.19,229.85,221.94,784
10/28/2022,228.52,"69,152,390.00",225.40,228.86,216.35,783
10/27/2022,225.09,"61,638,820.00",229.77,233.81,222.85,782
10/26/2022,224.64,"85,327,080.00",219.40,230.60,218.20,781
10/25/2022,222.42,"96,507,870.00",210.10,224.35,210.00,780
10/24/2022,211.25,"100,446,800.00",205.82,213.50,198.59,779
10/21/2022,214.44,"75,713,750.00",206.42,214.66,203.80,778
10/20/2022,207.28,"117,798,100.00",208.28,215.55,202.00,777
10/19/2022,222.04,"66,571,480.00",219.80,222.93,217.78,776
10/18/2022,220.19,"75,891,910.00",229.50,229.82,217.25,775
10/17/2022,219.35,"79,428,810.00",210.04,221.86,209.45,774
10/14/2022,204.99,"94,124,510.00",224.01,226.26,204.16,773
10/13/2022,221.72,"91,483,050.00",208.30,222.99,206.22,772
10/12/2022,217.24,"66,860,700.00",215.33,219.30,211.51,771
10/11/2022,216.50,"77,013,200.00",220.95,225.75,215.00,770
10/10/2022,222.96,"67,925,020.00",223.93,226.99,218.36,769
10/07/2022,223.07,"83,916,800.00",233.94,234.57,222.02,768
10/06/2022,238.13,"69,298,440.00",239.44,244.58,235.35,767
10/05/2022,240.81,"86,982,670.00",245.01,246.67,233.27,766
10/04/2022,249.44,"109,578,500.00",250.52,257.50,242.01,765
10/03/2022,242.40,"98,363,540.00",254.50,255.16,241.01,764
09/30/2022,265.25,"67,726,600.00",266.15,275.57,262.47,763
09/29/2022,268.21,"77,620,640.00",282.76,283.65,265.78,762
09/28/2022,287.81,"54,664,810.00",283.08,289.00,277.57,761
09/27/2022,282.94,"61,925,190.00",283.84,288.67,277.51,760
09/26/2022,276.01,"58,076,910.00",271.83,284.09,270.31,759
09/23/2022,275.33,"63,748,360.00",283.09,284.50,272.82,758
09/22/2022,288.59,"70,545,410.00",299.86,301.29,285.82,757
09/21/2022,300.80,"62,555,660.00",308.29,313.80,300.63,756
09/20/2022,308.73,"61,642,780.00",306.91,313.33,305.58,755
09/19/2022,309.07,"60,231,160.00",300.09,309.84,297.80,754
09/16/2022,303.35,"87,087,790.00",299.61,303.71,295.60,753
09/15/2022,303.75,"64,795,520.00",301.83,309.12,300.72,752
09/14/2022,302.61,"72,628,650.00",292.24,306.00,291.64,751
09/13/2022,292.13,"68,229,620.00",292.90,297.40,290.40,750
09/12/2022,304.42,"48,674,600.00",300.72,305.49,300.40,749
09/09/2022,299.68,"54,470,850.00",291.67,299.85,291.25,748
09/08/2022,289.26,"53,713,120.00",281.30,289.50,279.76,747
09/07/2022,283.70,"50,028,920.00",273.10,283.84,272.27,746
09/06/2022,274.42,"55,859,980.00",272.68,275.99,265.74,745
09/02/2022,270.21,"50,890,090.00",281.07,282.35,269.08,744
09/01/2022,277.16,"54,287,020.00",272.58,277.58,266.15,743
08/31/2022,275.61,"52,107,340.00",280.62,281.25,271.81,742
08/30/2022,277.70,"50,541,760.00",287.87,288.48,272.65,741
08/29/2022,284.82,"41,864,740.00",282.83,287.74,280.70,740
08/26/2022,288.09,"57,163,950.00",297.43,302.00,287.47,739
08/25/2022,296.07,"53,230,010.00",302.36,302.96,291.60,738
08/24/2022,297.10,"57,259,716.00",297.56,303.65,296.50,737
08/23/2022,296.45,"63,985,056.00",291.45,298.83,287.92,736
08/22/2022,289.91,"55,843,356.00",291.91,292.40,286.30,735
08/19/2022,296.67,"61,395,396.00",299.00,300.36,292.50,734
08/18/2022,302.87,"47,500,535.00",306.00,306.50,301.85,733
08/17/2022,304.00,"68,765,977.00",303.40,309.66,300.03,732
08/16/2022,306.56,"88,136,319.00",311.67,314.67,302.88,731
08/15/2022,309.32,"89,359,179.00",301.79,313.13,301.23,730
08/12/2022,300.03,"79,657,298.00",289.42,300.16,285.03,729
08/11/2022,286.63,"70,155,067.00",296.51,298.24,285.83,728
08/10/2022,294.36,"94,918,869.00",297.07,297.51,283.37,727
08/09/2022,283.33,"86,244,699.00",290.29,292.40,279.35,726
08/08/2022,290.42,"99,365,290.00",295.00,305.20,289.09,725
08/05/2022,288.17,"113,172,911.00",302.67,304.61,285.54,724
08/04/2022,308.63,"72,256,327.00",311.00,313.61,305.00,723
08/03/2022,307.40,"80,091,128.00",305.00,309.55,301.15,722
08/02/2022,300.59,"95,577,490.00",294.00,307.83,292.67,721
08/01/2022,297.28,"117,042,912.00",301.28,311.88,295.00,720
07/29/2022,297.15,"95,312,890.00",280.70,298.32,279.10,719
07/28/2022,280.90,"84,723,008.00",280.07,283.30,272.80,718
07/27/2022,274.82,"88,110,009.00",263.81,275.93,261.79,717
07/26/2022,258.86,"66,820,777.00",266.51,267.31,256.26,716
07/25/2022,268.43,"64,073,526.00",272.22,274.15,267.40,715
07/22/2022,272.24,"103,472,860.00",276.22,280.79,270.71,714
07/21/2022,271.71,"142,032,194.00",255.11,273.27,254.87,713
07/20/2022,247.50,"88,864,089.00",246.78,250.66,243.48,712
07/19/2022,245.53,"80,890,118.00",245.00,247.14,236.98,711
07/18/2022,240.55,"82,537,448.00",244.94,250.52,239.60,710
07/15/2022,240.07,"69,683,017.00",240.00,243.62,236.89,709
07/14/2022,238.31,"78,557,498.00",234.90,238.65,229.33,708
07/13/2022,237.04,"97,954,510.00",225.50,242.06,225.03,707
07/12/2022,233.07,"87,930,969.00",236.85,239.77,228.37,706
07/11/2022,234.34,"99,509,230.00",252.10,253.06,233.63,705
07/08/2022,250.76,"101,854,090.00",242.33,254.98,241.16,704
07/07/2022,244.54,"81,930,698.00",233.92,245.36,232.21,703
07/06/2022,231.73,"71,853,637.00",230.78,234.56,227.19,702
07/05/2022,233.07,"84,779,108.00",223.00,233.15,216.17,701
07/01/2022,227.26,"74,460,457.00",227.00,230.23,222.12,700
06/30/2022,224.47,"94,600,449.00",224.51,229.46,218.86,699
06/29/2022,228.49,"82,897,268.00",230.50,231.17,222.27,698
06/28/2022,232.66,"90,666,519.00",244.48,249.97,232.34,697
06/27/2022,244.92,"89,178,309.00",249.37,252.07,242.57,696
06/24/2022,245.71,"95,770,720.00",237.47,246.07,236.09,695
06/23/2022,235.07,"104,202,700.00",237.91,239.32,228.64,694
06/22/2022,236.09,"101,527,270.00",234.50,246.83,233.83,693
06/21/2022,237.04,"122,792,982.00",224.60,243.58,224.33,692
06/17/2022,216.76,"92,641,779.00",213.43,220.97,213.20,691
06/16/2022,213.10,"107,390,711.00",222.74,225.17,208.69,690
06/15/2022,233.00,"119,131,962.00",220.92,235.66,218.15,689
06/14/2022,220.89,"97,988,800.00",218.29,226.33,211.74,688
06/13/2022,215.74,"102,767,260.00",223.17,226.63,214.68,687
06/10/2022,232.23,"98,090,920.00",235.16,239.50,227.91,686
06/09/2022,239.71,"96,491,320.00",249.34,255.55,239.33,685
06/08/2022,241.87,"76,210,628.00",240.09,249.96,239.18,684
06/07/2022,238.89,"72,808,597.00",234.00,240.00,230.09,683
06/06/2022,238.28,"84,204,518.00",244.35,244.87,234.35,682
06/03/2022,234.52,"112,393,751.00",243.23,247.80,233.42,681
06/02/2022,258.33,"93,473,139.00",244.16,264.21,242.07,680
06/01/2022,246.79,"77,247,968.00",251.72,257.33,243.64,679
05/31/2022,252.75,"101,914,390.00",257.95,259.60,244.74,678
05/27/2022,253.21,"89,294,979.00",241.08,253.27,240.18,677
05/26/2022,235.91,"106,003,361.00",220.47,239.56,217.89,676
05/25/2022,219.60,"92,139,339.00",207.95,223.11,207.67,675
05/24/2022,209.39,"89,092,539.00",217.84,217.97,206.86,674
05/23/2022,224.97,"88,903,659.00",218.34,226.65,212.69,673
05/20/2022,221.30,"144,973,334.00",238.00,240.53,211.00,672
05/19/2022,236.47,"90,296,679.00",235.67,244.67,231.37,671
05/18/2022,236.60,"87,811,809.00",248.17,253.50,233.60,670
05/17/2022,253.87,"80,236,118.00",249.12,254.83,242.95,669
05/16/2022,241.46,"86,098,539.00",255.72,256.59,239.70,668
05/13/2022,256.53,"92,150,739.00",257.83,262.45,250.52,667
05/12/2022,242.67,"140,312,864.00",233.67,253.22,226.67,666
05/11/2022,244.67,"97,224,460.00",265.00,269.92,242.40,665
05/10/2022,266.68,"84,401,648.00",273.10,275.12,258.08,664
05/09/2022,262.37,"90,810,219.00",278.82,281.88,260.38,663
05/06/2022,288.55,"72,903,127.00",295.67,296.00,281.04,662
05/05/2022,291.09,"92,519,199.00",313.07,315.20,285.90,661
05/04/2022,317.54,"81,643,718.00",301.31,318.50,295.09,660
05/03/2022,303.08,"63,709,596.00",301.06,308.03,296.20,659
05/02/2022,300.98,"75,781,388.00",286.92,302.12,282.68,658
04/29/2022,290.25,"88,133,019.00",300.75,311.47,290.00,657
04/28/2022,292.50,"124,948,542.00",299.99,300.00,273.90,656
04/27/2022,293.84,"76,956,398.00",299.53,306.00,292.45,655
04/26/2022,292.14,"136,133,684.00",331.81,333.33,291.67,654
04/25/2022,332.67,"68,341,357.00",326.32,336.21,325.10,653
04/22/2022,335.02,"69,696,577.00",338.30,344.95,331.33,652
04/21/2022,336.26,"105,416,351.00",358.24,364.07,332.14,651
04/20/2022,325.73,"70,711,327.00",343.33,344.67,325.08,650
04/19/2022,342.72,"49,847,825.00",335.02,344.98,331.78,649
04/18/2022,334.76,"51,715,235.00",329.68,338.31,324.47,648
04/14/2022,328.33,"58,422,426.00",333.10,337.57,327.40,647
04/13/2022,340.79,"55,121,226.00",327.03,342.08,324.37,646
04/12/2022,328.98,"65,976,097.00",332.55,340.40,325.53,645
04/11/2022,325.31,"59,357,226.00",326.80,336.16,324.88,644
04/08/2022,341.83,"55,013,706.00",347.74,349.48,340.81,643
04/07/2022,352.42,"79,447,058.00",350.80,358.86,340.51,642
04/06/2022,348.59,"89,348,559.00",357.82,359.67,342.57,641
04/05/2022,363.75,"80,075,018.00",378.77,384.29,362.43,640
04/04/2022,381.82,"82,177,718.00",363.13,383.30,357.51,639
04/01/2022,361.53,"54,263,225.00",360.38,364.92,355.55,638
03/31/2022,359.20,"48,992,765.00",364.86,367.71,358.88,637
03/30/2022,364.66,"59,865,006.00",363.72,371.32,361.33,636
03/29/2022,366.52,"73,614,817.00",369.33,371.59,357.70,635
03/28/2022,363.95,"102,506,080.00",355.03,365.96,351.20,634
03/25/2022,336.88,"62,031,546.00",336.00,340.60,332.44,633
03/24/2022,337.97,"68,920,897.00",336.58,341.50,329.60,632
03/23/2022,333.04,"120,676,152.00",326.65,346.90,325.47,631
03/22/2022,331.33,"105,868,571.00",310.00,332.62,307.25,630
03/21/2022,307.05,"81,981,668.00",304.99,314.28,302.36,629
03/18/2022,301.80,"100,414,210.00",291.50,302.62,289.13,628
03/17/2022,290.53,"66,582,967.00",277.00,291.67,275.24,627
03/16/2022,280.08,"84,028,838.00",269.67,280.67,267.42,626
03/15/2022,267.30,"66,841,147.00",258.42,268.52,252.19,625
03/14/2022,255.46,"71,152,267.00",260.20,266.90,252.01,624
03/11/2022,265.12,"67,037,167.00",280.07,281.27,264.59,623
03/10/2022,279.43,"58,648,656.00",283.82,284.82,270.12,622
03/09/2022,286.32,"59,183,976.00",279.83,286.85,277.34,621
03/08/2022,274.80,"80,399,108.00",265.18,283.33,260.72,620
03/07/2022,268.19,"72,494,167.00",285.43,288.71,268.19,619
03/04/2022,279.43,"67,179,877.00",283.03,285.22,275.05,618
03/03/2022,279.76,"61,623,516.00",292.92,295.48,277.53,617
03/02/2022,293.30,"74,643,457.00",290.71,295.49,281.42,616
03/01/2022,288.12,"74,766,877.00",289.89,296.63,284.59,615
02/28/2022,290.14,"99,006,880.00",271.67,292.29,271.57,614
02/25/2022,269.96,"76,067,768.00",269.74,273.17,260.80,613
02/24/2022,266.92,"135,322,304.00",233.46,267.49,233.33,612
02/23/2022,254.68,"95,257,030.00",276.81,278.43,253.52,611
02/22/2022,273.84,"83,288,198.00",278.04,285.58,267.03,610
02/18/2022,285.66,"68,501,857.00",295.33,295.62,279.20,609
02/17/2022,292.12,"55,178,436.00",304.42,306.17,291.37,608
02/16/2022,307.80,"51,294,395.00",304.68,308.81,300.40,607
02/15/2022,307.48,"57,649,536.00",300.00,307.67,297.79,606
02/14/2022,291.92,"67,756,417.00",287.19,299.63,284.38,605
02/11/2022,286.67,"79,645,868.00",303.21,305.32,283.57,604
02/10/2022,301.52,"66,126,847.00",302.79,314.60,298.90,603
02/09/2022,310.67,"52,259,555.00",311.67,315.42,306.67,602
02/08/2022,307.33,"50,729,015.00",301.84,308.76,298.27,601
02/07/2022,302.45,"60,994,476.00",307.93,315.92,300.90,600
02/04/2022,307.77,"73,625,467.00",299.07,312.17,293.72,599
02/03/2022,297.05,"78,855,578.00",294.00,312.33,293.51,598
02/02/2022,301.89,"66,793,057.00",309.39,310.50,296.47,597
02/01/2022,310.42,"73,138,357.00",311.74,314.57,301.67,596
01/31/2022,312.24,"104,436,100.00",290.90,312.66,287.35,595
01/28/2022,282.12,"134,788,963.00",277.19,285.83,264.00,594
01/27/2022,276.37,"147,109,575.00",311.12,311.80,276.33,593
01/26/2022,312.47,"104,867,290.00",317.48,329.23,302.00,592
01/25/2022,306.13,"86,595,909.00",304.73,317.09,301.07,591
01/24/2022,310.00,"152,375,145.00",301.59,311.17,283.82,590
01/21/2022,314.63,"103,416,040.00",332.11,334.85,313.50,589
01/20/2022,332.09,"70,488,757.00",336.58,347.22,331.33,588
01/19/2022,331.88,"75,442,508.00",347.24,351.56,331.67,587
01/18/2022,343.50,"66,989,407.00",342.20,356.93,338.69,586
01/14/2022,349.87,"72,924,427.00",339.96,350.67,337.79,585
01/13/2022,343.85,"97,209,790.00",369.69,371.87,342.18,584
01/12/2022,368.74,"83,739,038.00",359.62,371.61,357.53,583
01/11/2022,354.80,"66,063,217.00",351.22,358.62,346.27,582
01/10/2022,352.71,"91,814,889.00",333.33,353.03,326.67,581
01/07/2022,342.32,"84,164,768.00",360.12,360.31,336.67,580
01/06/2022,354.90,"90,336,489.00",359.00,362.67,340.17,579
01/05/2022,362.71,"80,119,808.00",382.22,390.11,360.34,578
01/04/2022,383.20,"100,248,280.00",396.52,402.67,374.35,577
01/03/2022,399.93,"104,686,060.00",382.58,400.36,378.68,576
12/31/2021,352.26,"40,733,644.00",357.81,360.67,351.53,575
12/30/2021,356.78,"47,040,935.00",353.78,365.18,351.05,574
12/29/2021,362.06,"56,154,066.00",366.21,368.00,354.71,573
12/28/2021,362.82,"60,323,916.00",369.83,373.00,359.47,572
12/27/2021,364.65,"71,145,817.00",357.89,372.33,356.91,571
12/23/2021,355.67,"92,713,299.00",335.60,357.66,332.52,570
12/22/2021,336.29,"93,634,089.00",321.89,338.55,319.02,569
12/21/2021,312.84,"71,517,937.00",305.62,313.17,295.37,568
12/20/2021,299.98,"56,480,016.00",303.57,307.23,297.80,567
12/17/2021,310.86,"100,880,260.00",304.92,320.22,303.01,566
12/16/2021,308.97,"82,771,448.00",331.50,331.66,307.28,565
12/15/2021,325.33,"75,169,238.00",317.74,326.25,309.42,564
12/14/2021,319.50,"70,806,277.00",315.00,322.14,310.00,563
12/13/2021,322.14,"78,595,508.00",333.70,335.00,317.14,562
12/10/2021,339.01,"59,664,366.00",336.25,340.33,327.51,561
12/09/2021,334.60,"59,438,496.00",353.55,354.16,334.12,560
12/08/2021,356.32,"41,906,374.00",350.90,357.46,344.33,559
12/07/2021,350.58,"56,084,586.00",348.07,352.56,342.27,558
12/06/2021,336.34,"81,663,128.00",333.84,340.55,316.83,557
12/03/2021,338.32,"92,322,009.00",361.60,363.53,333.40,556
12/02/2021,361.53,"73,114,867.00",366.35,371.00,352.22,555
12/01/2021,365.00,"68,804,107.00",386.90,390.95,363.59,554
11/30/2021,381.59,"81,276,128.00",381.46,389.33,372.67,553
11/29/2021,379.00,"58,393,416.00",367.00,380.89,366.73,552
11/26/2021,360.64,"35,042,674.00",366.49,369.59,360.33,551
11/24/2021,372.00,"67,680,727.00",360.13,377.59,354.00,550
11/23/2021,369.68,"108,515,111.00",389.17,393.50,354.23,549
11/22/2021,385.62,"99,217,540.00",387.44,400.65,377.48,548
11/19/2021,379.02,"64,926,786.00",366.29,379.57,364.23,547
11/18/2021,365.46,"62,696,796.00",368.85,370.67,358.34,546
11/17/2021,363.00,"94,336,119.00",354.50,373.21,351.83,545
11/16/2021,351.58,"79,627,088.00",334.44,352.40,334.06,544
11/15/2021,337.80,"104,326,960.00",339.21,343.99,326.20,543
11/12/2021,344.47,"76,719,458.00",349.17,351.50,339.73,542
11/11/2021,354.50,"67,189,717.00",367.59,368.32,351.56,541
11/10/2021,355.98,"128,408,173.00",336.80,359.37,329.10,540
11/09/2021,341.17,"177,317,538.00",391.20,391.50,337.17,539
11/08/2021,387.65,"100,337,170.00",383.26,399.00,377.67,538
11/05/2021,407.36,"64,886,436.00",409.33,413.29,402.67,537
11/04/2021,409.97,"76,192,238.00",411.47,414.50,405.67,536
11/03/2021,404.62,"103,885,570.00",392.44,405.13,384.21,535
11/02/2021,390.67,"128,213,413.00",386.45,402.86,382.00,534
11/01/2021,402.86,"168,146,177.00",381.67,403.25,372.89,533
10/29/2021,371.33,"89,755,269.00",360.62,371.74,357.74,532
10/28/2021,359.01,"81,639,518.00",356.10,360.33,351.40,531
10/27/2021,345.95,"115,579,392.00",346.55,356.96,343.59,530
10/26/2021,339.48,"187,244,929.00",341.56,364.98,333.81,529
10/25/2021,341.62,"188,556,319.00",316.84,348.34,314.73,528
10/22/2021,303.23,"68,642,527.00",298.50,303.33,296.99,527
10/21/2021,298.00,"94,444,359.00",285.33,300.00,285.17,526
10/20/2021,288.60,"42,096,154.00",288.45,289.83,285.79,525
10/19/2021,288.09,"52,143,395.00",292.51,292.65,287.50,524
10/18/2021,290.04,"72,621,727.00",283.93,291.75,283.82,523
10/15/2021,281.01,"56,773,716.00",274.58,281.07,274.12,522
10/14/2021,272.77,"36,741,514.00",271.83,273.42,271.12,521
10/13/2021,270.36,"42,360,244.00",270.16,271.80,268.59,520
10/12/2021,268.57,"66,060,127.00",266.98,270.77,265.52,519
10/11/2021,263.98,"42,600,964.00",262.55,267.08,261.83,518
10/08/2021,261.83,"50,215,805.00",265.40,265.46,260.30,517
10/07/2021,264.54,"57,587,346.00",261.82,268.33,261.13,516
10/06/2021,260.92,"43,898,314.00",258.73,262.22,257.74,515
10/05/2021,260.20,"55,297,896.00",261.60,265.77,258.07,514
10/04/2021,260.51,"91,450,029.00",265.50,268.99,258.71,513
10/01/2021,258.41,"51,094,235.00",259.47,260.26,254.53,512
09/30/2021,258.49,"53,867,885.00",260.33,263.04,258.33,511
09/29/2021,260.44,"62,828,646.00",259.93,264.50,256.89,510
09/28/2021,259.19,"76,144,268.00",262.40,265.21,255.39,509
09/27/2021,263.79,"84,211,988.00",257.71,266.33,256.44,508
09/24/2021,258.13,"64,119,066.00",248.63,258.27,248.19,507
09/23/2021,251.21,"35,842,594.00",251.67,252.73,249.31,506
09/22/2021,250.65,"45,378,815.00",247.84,251.22,246.37,505
09/21/2021,246.46,"48,992,165.00",244.93,248.25,243.48,504
09/20/2021,243.39,"74,272,957.00",244.85,247.33,239.54,503
09/17/2021,253.16,"84,612,548.00",252.38,253.68,250.00,502
09/16/2021,252.33,"41,770,174.00",250.94,252.97,249.20,501
09/15/2021,251.94,"46,073,075.00",248.33,252.29,246.12,500
09/14/2021,248.16,"55,574,646.00",247.52,251.49,245.47,499
09/13/2021,247.67,"68,857,447.00",246.74,248.26,236.28,498
09/10/2021,245.42,"45,552,515.00",253.20,254.20,244.84,497
09/09/2021,251.62,"42,233,194.00",251.14,254.03,250.54,496
09/08/2021,251.29,"56,379,126.00",253.86,254.82,246.92,495
09/07/2021,250.97,"60,119,496.00",246.67,253.40,246.42,494
09/03/2021,244.52,"45,813,155.00",244.08,244.67,241.40,493
09/02/2021,244.13,"38,390,224.00",244.83,246.99,243.51,492
09/01/2021,244.70,"39,613,024.00",244.69,247.33,243.76,491
08/31/2021,245.24,"62,566,326.00",244.33,246.80,242.15,490
08/30/2021,243.64,"55,812,666.00",238.24,243.67,237.58,489
08/27/2021,237.31,"41,501,284.00",235.00,238.33,234.03,488
08/26/2021,233.72,"39,642,874.00",236.10,238.47,232.54,487
08/25/2021,237.07,"37,936,684.00",235.68,238.99,234.67,486
08/24/2021,236.16,"39,249,214.00",236.89,238.41,234.21,485
08/23/2021,235.43,"60,794,586.00",228.48,237.38,226.92,484
08/20/2021,226.75,"44,525,614.00",227.62,230.71,224.57,483
08/19/2021,224.49,"42,940,474.00",226.07,228.85,222.53,482
08/18/2021,229.66,"61,048,146.00",223.25,231.92,223.12,481
08/17/2021,221.90,"71,163,847.00",224.22,224.86,216.28,480
08/16/2021,228.72,"69,309,907.00",235.02,236.50,225.47,479
08/13/2021,239.06,"50,194,415.00",241.24,243.30,238.11,478
08/12/2021,240.75,"53,045,075.00",235.45,240.93,233.13,477
08/11/2021,235.94,"29,401,677.00",237.57,238.39,234.74,476
08/10/2021,236.66,"40,296,934.00",238.00,238.86,233.96,475
08/09/2021,237.92,"44,146,054.00",236.72,239.68,235.04,474
08/06/2021,233.03,"46,869,155.00",237.30,238.78,232.54,473
08/05/2021,238.21,"38,758,924.00",238.67,240.32,237.14,472
08/04/2021,236.97,"51,007,955.00",237.00,241.63,236.31,471
08/03/2021,236.58,"64,860,756.00",239.67,240.88,233.67,470
08/02/2021,236.56,"100,847,320.00",233.33,242.31,232.80,469
07/30/2021,229.07,"88,969,239.00",223.92,232.51,223.00,468
07/29/2021,225.78,"91,183,929.00",216.60,227.90,216.27,467
07/28/2021,215.66,"48,019,805.00",215.67,218.32,213.13,466
07/27/2021,214.93,"98,439,880.00",221.13,222.17,209.08,465
07/26/2021,219.21,"76,009,688.00",216.99,222.73,215.70,464
07/23/2021,214.46,"43,814,824.00",215.45,216.27,212.43,463
07/22/2021,216.42,"45,317,195.00",218.81,220.72,214.87,462
07/21/2021,218.43,"41,860,024.00",219.87,221.62,216.76,461
07/20/2021,220.17,"46,461,395.00",217.33,220.80,213.50,460
07/19/2021,215.41,"63,891,276.00",209.96,215.73,207.10,459
07/16/2021,214.74,"49,112,915.00",218.23,218.90,214.07,458
07/15/2021,216.87,"60,628,716.00",219.46,222.05,212.63,457
07/14/2021,217.79,"64,923,576.00",223.58,226.20,217.61,456
07/13/2021,222.85,"62,898,276.00",228.77,231.09,222.10,455
07/12/2021,228.57,"77,781,128.00",220.73,229.08,220.72,454
07/09/2021,218.98,"54,421,655.00",217.73,219.64,214.90,453
07/08/2021,217.60,"68,319,967.00",209.46,218.14,206.82,452
07/07/2021,214.88,"56,375,886.00",221.42,221.90,212.77,451
07/06/2021,219.86,"69,853,357.00",227.24,228.00,217.13,450
07/02/2021,226.30,"81,292,118.00",226.33,233.33,224.42,449
07/01/2021,225.97,"55,903,566.00",227.97,229.33,224.27,448
06/30/2021,226.57,"56,774,586.00",226.59,230.94,226.05,447
06/29/2021,226.92,"52,143,935.00",228.22,229.17,225.30,446
